Book,Author,Genres,Avg_Rating,Num_Ratings
Leaves of Grass,Walt Whitman,"['Poetry', 'Classics', 'Fiction', 'Literature', 'American', '19th Century', 'Philosophy']","4,11","98,151"
Into the Wild,Jon Krakauer,"['Travel', 'Adventure', 'Classics', 'Fiction', 'Nature', 'School', 'Biography Memoir']",4,"1,037,235"
Their Eyes Were Watching God,Zora Neale Hurston,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'African American', 'Literature', 'Feminism']","3,97","324,281"
The Wind in the Willows,Kenneth Grahame,"['Fiction', 'Fantasy', 'Childrens', 'Classics', 'Animals', 'Young Adult', 'Adventure']",4,"205,8"
Speak,Laurie Halse Anderson,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Mental Health', 'Teen', 'Coming Of Age']","4,04","565,317"
Peter Pan,J.M. Barrie,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Adventure', 'Young Adult', 'Middle Grade']","4,04","331,308"
The Republic,Plato,"['Philosophy', 'Classics', 'Nonfiction', 'Politics', 'History', 'School', 'Literature']","3,96","194,607"
A People's History of the United States,Howard Zinn,"['History', 'Nonfiction', 'Politics', 'American History', 'Historical', 'Social Justice', 'Classics']","4,07","232,434"
The World According to Garp,John Irving,"['Fiction', 'Classics', 'Contemporary', 'Literature', 'Novels', 'Literary Fiction', 'Humor']","4,1","222,249"
Looking for Alaska,John Green,"['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Realistic Fiction', 'Coming Of Age', 'Teen']","3,98","1,485,793"
The Story of My Life,Helen Keller,"['Nonfiction', 'Biography', 'Classics', 'Memoir', 'History', 'Autobiography', 'Biography Memoir']","4,08","144,753"
The Secret Magdalene,Ki Longfellow,"['Historical Fiction', 'Fiction', 'Religion', 'Historical', 'Spirituality', 'Novels', 'Literature']","4,16","4,446"
A Short History of Nearly Everything,Bill Bryson,"['Nonfiction', 'Science', 'History', 'Audiobook', 'Humor', 'Physics', 'Popular Science']","4,21","366,394"
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"['Fantasy', 'Fiction', 'Humor', 'Urban Fantasy', 'Comedy', 'Audiobook', 'Science Fiction Fantasy']","4,25","681,446"
The Addiction Manifesto,Jerry Weaver,"['Nonfiction', 'Self Help', 'Memoir', 'Mental Health', 'Biography']","4,87","1,068"
A Brief History of Time,Stephen Hawking,"['Science', 'Nonfiction', 'Physics', 'History', 'Classics', 'Astronomy', 'Philosophy']","4,21","404,709"
Island of the Blue Dolphins,Scott O'Dell,"['Young Adult', 'Fiction', 'Historical Fiction', 'Classics', 'Childrens', 'Middle Grade', 'Adventure']","3,86","322,474"
A Farewell to Arms,Ernest Hemingway,"['Classics', 'Fiction', 'Historical Fiction', 'War', 'Literature', 'Novels', 'American']","3,81","305,155"
Cat's Cradle,Kurt Vonnegut Jr.,"['Fiction', 'Classics', 'Science Fiction', 'Humor', 'Literature', 'Novels', 'Dystopia']","4,16","384,102"
A Separate Peace,John Knowles,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'School', 'Coming Of Age', 'High School']","3,59","211,397"
Blindness,José Saramago,"['Fiction', 'Dystopia', 'Science Fiction', 'Classics', 'Novels', 'Literature', 'Portugal']","4,16","265,298"
The Complete Fairy Tales,Hans Christian Andersen,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Fairy Tales', 'Short Stories', 'Literature']","4,29","106,278"
The Raven,Edgar Allan Poe,"['Classics', 'Poetry', 'Horror', 'Fiction', 'Short Stories', 'Gothic', 'School']","4,29","132,22"
The Shack,William Paul Young,"['Fiction', 'Christian', 'Christian Fiction', 'Religion', 'Spirituality', 'Faith', 'Inspirational']","3,81","619,435"
The God Delusion,Richard Dawkins,"['Nonfiction', 'Religion', 'Science', 'Philosophy', 'Atheism', 'Psychology', 'Spirituality']","3,9","260,122"
Madame Bovary,Gustave Flaubert,"['Classics', 'Fiction', 'France', 'Literature', 'French Literature', 'Romance', '19th Century']","3,7","312,546"
The Joy Luck Club,Amy Tan,"['Fiction', 'Historical Fiction', 'Classics', 'China', 'Contemporary', 'Adult Fiction', 'Adult']","3,96","668,714"
Tao Te Ching,Lao Tzu,"['Philosophy', 'Nonfiction', 'Classics', 'Religion', 'Spirituality', 'Poetry', 'China']","4,3","146,59"
Sophie's Choice,William Styron,"['Fiction', 'Classics', 'Historical Fiction', 'Holocaust', 'War', 'Historical', 'World War II']","4,18","88,572"
The Neverending Story,Michael Ende,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'German Literature']","4,18","191,513"
A Confederacy of Dunces,John Kennedy Toole,"['Fiction', 'Classics', 'Humor', 'Literature', 'Comedy', 'Novels', 'American']","3,88","263,865"
Never Let Me Go,Kazuo Ishiguro,"['Fiction', 'Science Fiction', 'Dystopia', 'Contemporary', 'Literary Fiction', 'Romance', 'Adult']","3,84","628,591"
How to Win Friends and Influence People,Dale Carnegie,"['Self Help', 'Nonfiction', 'Business', 'Psychology', 'Personal Development', 'Leadership', 'Communication']","4,22","889,455"
Extremely Loud & Incredibly Close,Jonathan Safran Foer,"['Fiction', 'Contemporary', 'Historical Fiction', 'Novels', 'Literary Fiction', 'Adult', 'Adult Fiction']","3,97","411,428"
Flow Down Like Silver,Ki Longfellow,"['Historical Fiction', 'Fiction', 'Egypt', 'Historical', 'Philosophy', 'Literature', 'Africa']","3,98","4,593"
"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"['History', 'Nonfiction', 'Science', 'Anthropology', 'Sociology', 'Politics', 'Economics']","4,04","385,124"
Tess of the D'Urbervilles,Thomas Hardy,"['Classics', 'Fiction', 'Romance', 'Literature', 'Historical Fiction', '19th Century', 'Victorian']","3,82","272,087"
The Tao of Pooh,Benjamin Hoff,"['Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism']",4,"114,934"
One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,"['Fiction', 'Classics', 'Russia', 'Historical Fiction', 'Russian Literature', 'Literature', 'Novels']","3,97","107,459"
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"['Self Help', 'Nonfiction', 'Business', 'Personal Development', 'Psychology', 'Leadership', 'Productivity']","4,15","693,832"
Ulysses,James Joyce,"['Classics', 'Fiction', 'Literature', 'Novels', 'Ireland', 'Irish Literature', '20th Century']","3,75","122,804"
A Light in the Attic,Shel Silverstein,"['Poetry', 'Childrens', 'Classics', 'Fiction', 'Humor', 'Young Adult', 'Picture Books']","4,35","428,435"
Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,"['Nonfiction', 'Sociology', 'Politics', 'Economics', 'Memoir', 'Social Justice', 'Poverty']","3,65","188,698"
The Jungle,Upton Sinclair,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Politics', 'School', 'Novels']","3,76","140,34"
The Phantom of the Opera,Gaston Leroux,"['Classics', 'Fiction', 'Horror', 'Romance', 'Gothic', 'Mystery', 'Historical Fiction']","3,96","228,409"
Paradise Lost,John Milton,"['Classics', 'Poetry', 'Fiction', 'Literature', 'Religion', 'Fantasy', 'Philosophy']","3,83","157,764"
Horton Hears a Who!,Dr. Seuss,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Animals']","4,2","106,453"
The God of Small Things,Arundhati Roy,"['Fiction', 'India', 'Historical Fiction', 'Classics', 'Contemporary', 'Literary Fiction', 'Indian Literature']","3,95","283,503"
All Creatures Great and Small / All Things Bright and Beautiful,James Herriot,"['Nonfiction', 'Classics', 'Animals', 'Memoir', 'Biography', 'Humor', 'Nature']","4,32","14,358"
"Are You There God? It's Me, Margaret",Judy Blume,"['Young Adult', 'Fiction', 'Childrens', 'Classics', 'Middle Grade', 'Coming Of Age', 'Realistic Fiction']","3,92","212,223"
The Green Mile,Stephen King,"['Horror', 'Fiction', 'Fantasy', 'Thriller', 'Mystery', 'Classics', 'Crime']","4,47","298,637"
The Iliad / The Odyssey,Homer,"['Classics', 'Fiction', 'Poetry', 'Mythology', 'Fantasy', 'Literature', 'Historical Fiction']","4,06","72,383"
The House of the Spirits,Isabel Allende,"['Fiction', 'Magical Realism', 'Historical Fiction', 'Classics', 'Fantasy', 'Spanish Literature', 'Historical']","4,27","243,988"
Treasure Island,Robert Louis Stevenson,"['Fiction', 'Adventure', 'Classics', 'Historical Fiction', 'Young Adult', 'Childrens', 'Pirates']","3,84","464,664"
V for Vendetta,Alan Moore,"['Graphic Novels', 'Comics', 'Fiction', 'Dystopia', 'Science Fiction', 'Graphic Novels Comics', 'Classics']","4,26","299,765"
The Complete Works,William Shakespeare,"['Classics', 'Poetry', 'Fiction', 'Plays', 'Drama', 'Literature', 'Reference']","4,47","54,934"
Julius Caesar,William Shakespeare,"['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Historical Fiction', 'Read For School']","3,7","194,812"
The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,"['Historical Fiction', 'Fiction', 'Romance', 'Historical', 'World War II', 'Book Club', 'War']","4,19","719,137"
The Elements of Style,William Strunk Jr.,"['Writing', 'Nonfiction', 'Reference', 'Language', 'Classics', 'Education', 'Self Help']","4,18","81,796"
The Importance of Being Earnest,Oscar Wilde,"['Classics', 'Plays', 'Fiction', 'Drama', 'Humor', 'Literature', 'School']","4,18","351,494"
For Whom the Bell Tolls,Ernest Hemingway,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'War', 'Novels', 'American']","3,98","280,515"
David Copperfield,Charles Dickens,"['Classics', 'Fiction', 'Literature', 'Historical Fiction', '19th Century', 'Novels', 'British Literature']","4,02","226,005"
"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,"['Nonfiction', 'History', 'Biography', 'World War II', 'War', 'Historical', 'Audiobook']","4,37","897,253"
The Thorn Birds,Colleen McCullough,"['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'Australia', 'Historical', 'Historical Romance']","4,24","341,02"
Death of a Salesman,Arthur Miller,"['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Theatre', 'Literature']","3,56","221,29"
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,"['Nonfiction', 'Travel', 'Memoir', 'Humor', 'Nature', 'Adventure', 'Audiobook']","4,06","392,565"
Othello,William Shakespeare,"['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Theatre', 'Literature']","3,89","369,92"
The Communist Manifesto,Karl Marx,"['Philosophy', 'Nonfiction', 'Politics', 'Classics', 'History', 'Economics', 'Sociology']","3,64","150,373"
Beowulf,Unknown,"['Classics', 'Poetry', 'Fiction', 'Fantasy', 'Mythology', 'School', 'Literature']","3,47","288,583"
Norwegian Wood,Haruki Murakami,"['Fiction', 'Romance', 'Japan', 'Contemporary', 'Japanese Literature', 'Novels', 'Classics']","4,02","533,298"
It,Stephen King,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Audiobook', 'Classics', 'Mystery']","4,25","1,026,135"
Room,Emma Donoghue,"['Fiction', 'Contemporary', 'Adult', 'Thriller', 'Adult Fiction', 'Audiobook', 'Book Club']","4,07","783,235"
A Fine Balance,Rohinton Mistry,"['Fiction', 'Historical Fiction', 'India', 'Indian Literature', 'Literary Fiction', 'Canada', 'Historical']","4,37","144,031"
Thirteen Reasons Why,Jay Asher,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Mental Health', 'Mystery', 'Teen']","3,86","927,921"
The Trigger: Hunting the Assassin Who Brought the World to War,Tim Butcher,"['History', 'Nonfiction', 'World War I', 'Biography', 'War', 'Travel', 'Politics']","3,78","3,908"
The Awakening,Kate Chopin,"['Classics', 'Fiction', 'Feminism', 'School', 'Literature', 'Historical Fiction', 'Read For School']","3,67","197,131"
The Martian Chronicles,Ray Bradbury,"['Science Fiction', 'Fiction', 'Classics', 'Short Stories', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook']","4,15","248,937"
The Reader,Bernhard Schlink,"['Fiction', 'Historical Fiction', 'Classics', 'German Literature', 'Romance', 'Holocaust', 'Historical']","3,77","199,345"
Who Moved My Cheese?,Spencer Johnson,"['Nonfiction', 'Self Help', 'Business', 'Psychology', 'Leadership', 'Personal Development', 'Management']","3,86","447,976"
The Plague,Albert Camus,"['Fiction', 'Classics', 'Philosophy', 'France', 'Literature', 'French Literature', 'Novels']","4,02","238,718"
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,"['Fiction', 'Humor', 'Historical Fiction', 'Fantasy', 'Religion', 'Comedy', 'Historical']","4,22","168,937"
"Cry, the Beloved Country",Alan Paton,"['Fiction', 'Classics', 'Africa', 'Historical Fiction', 'South Africa', 'Literature', 'School']","3,91","72,536"
Do Androids Dream of Electric Sheep?,Philip K. Dick,"['Science Fiction', 'Fiction', 'Classics', 'Dystopia', 'Cyberpunk', 'Science Fiction Fantasy', 'Fantasy']","4,09","420,412"
Holy Bible: New International Version,Anonymous,"['Religion', 'Christian', 'Nonfiction', 'Classics', 'Christianity', 'Reference', 'Spirituality']","4,61","82,196"
Much Ado About Nothing,William Shakespeare,"['Classics', 'Plays', 'Fiction', 'Drama', 'Romance', 'School', 'Theatre']","4,06","236,099"
The Elephant Tree,R.D. Ronald,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Drama', 'Suspense', 'Contemporary']","3,69","26,696"
Steppenwolf,Hermann Hesse,"['Fiction', 'Classics', 'Philosophy', 'German Literature', 'Literature', 'Novels', 'Germany']","4,13","171,245"
"Faust, First Part",Johann Wolfgang von Goethe,"['Classics', 'Fiction', 'Plays', 'Poetry', 'German Literature', 'Drama', 'Literature']","3,87","71,727"
Johnny Got His Gun,Dalton Trumbo,"['Fiction', 'Classics', 'War', 'Historical Fiction', 'Horror', 'Literature', 'Novels']","4,19","41,171"
The Cider House Rules,John Irving,"['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Literary Fiction', 'Contemporary', 'Novels']","4,15","178,782"
Inferno,Dante Alighieri,"['Classics', 'Poetry', 'Fiction', 'Literature', 'Religion', 'Fantasy', 'School']","4,02","170,086"
The Pilgrim's Progress,John Bunyan,"['Classics', 'Fiction', 'Christian', 'Religion', 'Christian Fiction', 'Christianity', 'Theology']","4,03","129,81"
Kafka on the Shore,Haruki Murakami,"['Fiction', 'Magical Realism', 'Fantasy', 'Japan', 'Japanese Literature', 'Contemporary', 'Novels']","4,14","424,771"
Dead Poets Society,N.H. Kleinbaum,"['Classics', 'Fiction', 'Young Adult', 'Contemporary', 'Poetry', 'Novels', 'Drama']","4,19","88,484"
Fear and Loathing in Las Vegas,Hunter S. Thompson,"['Fiction', 'Classics', 'Humor', 'Journalism', 'Novels', 'Literature', 'American']","4,07","334,686"
Common Sense,Thomas Paine,"['History', 'Nonfiction', 'Classics', 'Philosophy', 'Politics', 'American History', 'Essays']","3,99","34,676"
Gone Girl,Gillian Flynn,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Crime', 'Suspense', 'Contemporary']","4,12","2,874,971"
A Walk to Remember,Nicholas Sparks,"['Romance', 'Fiction', 'Contemporary', 'Young Adult', 'Chick Lit', 'Adult', 'Contemporary Romance']","4,19","780,286"
The Complete Persepolis,Marjane Satrapi,"['Graphic Novels', 'Nonfiction', 'Comics', 'Memoir', 'Biography', 'History', 'Feminism']","4,39","167,797"
Shantaram,Gregory David Roberts,"['Fiction', 'India', 'Travel', 'Adventure', 'Contemporary', 'Novels', 'Historical Fiction']","4,27","202,798"
The Art of Racing in the Rain,Garth Stein,"['Fiction', 'Animals', 'Contemporary', 'Dogs', 'Audiobook', 'Adult Fiction', 'Adult']","4,22","500,287"
Silent Spring,Rachel Carson,"['Nonfiction', 'Science', 'Environment', 'Nature', 'Classics', 'Ecology', 'History']","4,02","44,533"
Cloud Atlas,David Mitchell,"['Fiction', 'Science Fiction', 'Fantasy', 'Historical Fiction', 'Dystopia', 'Contemporary', 'Literary Fiction']","4,01","240,485"
The Immortal Life of Henrietta Lacks,Rebecca Skloot,"['Nonfiction', 'Science', 'History', 'Biography', 'Medicine', 'Audiobook', 'Medical']","4,1","695,186"
Cosmos,Carl Sagan,"['Science', 'Nonfiction', 'Physics', 'Astronomy', 'History', 'Space', 'Philosophy']","4,39","139,781"
The Zombie Room,R.D. Ronald,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Drama', 'Suspense', 'Novels']","3,74","27,885"
Native Son,Richard Wright,"['Fiction', 'Classics', 'Historical Fiction', 'African American', 'Race', 'Literature', 'Novels']","4,02","96,052"
The Glass Menagerie,Tennessee Williams,"['Plays', 'Classics', 'Drama', 'Fiction', 'School', 'Theatre', 'Literature']","3,73","128,337"
Waiting for Godot,Samuel Beckett,"['Plays', 'Classics', 'Fiction', 'Drama', 'Theatre', 'Literature', 'Philosophy']","3,84","190,559"
Girl with a Pearl Earring,Tracy Chevalier,"['Historical Fiction', 'Fiction', 'Historical', 'Classics', 'Art', 'Romance', 'Adult']","3,92","712,43"
The Once and Future King,T.H. White,"['Fantasy', 'Classics', 'Fiction', 'Historical Fiction', 'Arthurian', 'Mythology', 'Young Adult']","4,07","106,016"
The Four Agreements,Miguel Ruiz,"['Self Help', 'Nonfiction', 'Spirituality', 'Philosophy', 'Personal Development', 'Psychology', 'Inspirational']","4,18","336,406"
Old Yeller,Fred Gipson,"['Classics', 'Fiction', 'Young Adult', 'Childrens', 'Animals', 'Historical Fiction', 'Dogs']","4,09","94,863"
Heidi,Johanna Spyri,"['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Historical']","4,02","192,203"
Chasing the Devil: The Search for Africa's Fighting Spirit,Tim Butcher,"['Africa', 'Travel', 'Nonfiction', 'History', 'Adventure', 'Liberia', 'Sierra Leone']","4,12","1,809"
The Idiot,Fyodor Dostoevsky,"['Classics', 'Fiction', 'Russia', 'Russian Literature', 'Literature', 'Novels', 'Philosophy']","4,2","167,103"
American Psycho,Bret Easton Ellis,"['Fiction', 'Horror', 'Classics', 'Thriller', 'Crime', 'Contemporary', 'Novels']","3,81","288,399"
Black Beauty,Anna Sewell,"['Classics', 'Fiction', 'Childrens', 'Animals', 'Young Adult', 'Horses', 'Historical Fiction']","3,98","268,08"
Narrative of the Life of Frederick Douglass,Frederick Douglass,"['Nonfiction', 'History', 'Classics', 'Biography', 'Memoir', 'School', 'Autobiography']","4,09","116,659"
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"['Nonfiction', 'Economics', 'Business', 'Science', 'Psychology', 'Sociology', 'Finance']",4,"821,508"
Life Application Study Bible: NIV,Anonymous,"['Christian', 'Religion', 'Nonfiction', 'Christianity', 'Reference', 'Spirituality', 'Faith']","4,64","22,738"
The Night Circus,Erin Morgenstern,"['Fantasy', 'Fiction', 'Romance', 'Historical Fiction', 'Magical Realism', 'Magic', 'Young Adult']","4,03","895,538"
The Complete Poems of Emily Dickinson,Emily Dickinson,"['Poetry', 'Classics', 'Fiction', 'Literature', 'American', '19th Century', 'Classic Literature']","4,26","92,33"
Mrs. Dalloway,Virginia Woolf,"['Classics', 'Fiction', 'Literature', 'Novels', 'Feminism', 'British Literature', '20th Century']","3,79","280,572"
The Jungle Books,Rudyard Kipling,"['Classics', 'Fiction', 'Childrens', 'Fantasy', 'Adventure', 'Short Stories', 'Literature']","4,01","86,57"
